Bug ID,Bug title,Severity,Priority,Status,Assignee,Page/Feature,Reproducibility,Environment,Reported at,Reporter,Category,Git branch ID,Date fixed,Screenshot,Notes,Expected result,Actual result,Steps to reproduce
KYPRO-67,Extremely long name or email causes horizontal overflow and broken layout in preview table and member profile,Medium,Medium,New,Ashok,Audience > Import Members > Manual Entry / Member Profile,Always,http://pro.kyozo.com — Chrome,"April 9, 2026 1:31 PM",Anastasia Starko,UI,,,Kyozo%20Pro%20QA%20Bug%20Tracker/image%2012.png,"Root cause of long strings being storable is tracked separately in KYPRO-66. Both surfaces (preview table and profile card) are missing CSS overflow handling (e.g. overflow: hidden; text-overflow: ellipsis; white-space: nowrap or word-break: break-word). The preview table issue also makes the edit/delete buttons unreachable without scrolling, which is an accessibility concern.",Long text should be truncated with an ellipsis (…) within its column/cell. The table layout should remain stable. The member profile card should wrap or truncate long name/email values within the card boundary.,"Preview table (step 3): The table overflows horizontally. The long name forces all columns to the right — EMAIL, PHONE, TAGS, NOTES and the ✏️/🗑️ action buttons become inaccessible without horizontal scrolling. The column header row also misaligns and disappears from view during scroll.

Member profile card (step 5): The name and email strings overflow outside the card container horizontally, breaking the profile layout. Text is not wrapped or truncated.","1. Navigate to Audience > Import Members > Manual Entry
2. Enter a name of 370+ characters and a valid email, click + Add
3. Observe the preview table
4. Import the contact and click on the resulting member in the Audience list
5. Observe the member profile card"
KYPRO-64,Phone field in Manual Entry preview edit mode accepts alphabetic characters without validation,Medium,Medium,New,Ashok,Audience > Import Members > Manual Entry,Always,http://pro.kyozo.com — Chrome,"April 8, 2026 3:29 PM",Anastasia Starko,Functional,,,Kyozo%20Pro%20QA%20Bug%20Tracker/image%2013.png,No phone format validation exists anywhere in the Manual Entry flow — neither in the Add Member form nor in the inline edit mode of the preview table. Same pattern as email validation gaps (KYPRO-37) and empty field validation gaps (KYPRO-34). Likely a systemic absence of input validation across the Manual Entry feature.,"The Phone field should reject non-numeric input and display a validation error (e.g. ""Please enter a valid phone number""). The row should not be saveable with letters in the phone field.","The phone value ""abcDEFghi"" is accepted and saved without any validation error. The row is included in the import, and the member is created in the Audience with ""abcDEFghi"" stored as their phone number.","1. Navigate to Audience > Import Members > Manual Entry
2. Add any contact with a valid name and email, click + Add
3. Click ✏️ on the row to enter inline edit mode
4. In the Phone field, type alphabetic characters (e.g. ""abcDEFghi"")
5. Click 💾 to save
6. Click 'Import 1 Members'"
KYPRO-55,'Forgot password' flow state not cleared when dismissing with X — skips email form on next attempt,Medium,Medium,New,Ashok,Login / Forgot Password,Always,"Chrome (desktop), http://pro.kyozo.com","April 7, 2026 2:45 PM",Anastasia Starko,Functional,,,https://www.loom.com/share/f2a630ab117e45448577a6eadeba933b,Related to the general X button issue (KYPRO-51). The only workaround is to do a full page reload before trying again.,"The 'Reset your password' form with the email field should appear, allowing the user to enter a new email address","Clicking 'Forgot password?' jumps directly to the 'Check your inbox' screen with the previously submitted email still shown, skipping the email entry form entirely. The X button visually closes the modal but does not reset the forgot password flow state.","1. Click Sign In on http://pro.kyozo.com
2. Click 'Forgot password?' and submit any email address
3. On the 'Check your inbox' confirmation screen, click the X button to dismiss
4. Click Sign In again and click 'Forgot password?' a second time"
KYPRO-53,Password reset email lands in spam/junk folder,Medium,Medium,New,Ashok,Login / Forgot Password,Always,"Chrome (desktop), http://pro.kyozo.com / Outlook email client","April 7, 2026 2:45 PM",Anastasia Starko,UX,,,Kyozo%20Pro%20QA%20Bug%20Tracker/Screenshot_2026-04-07_at_2.50.50_PM.png,This is likely a domain reputation or email authentication (SPF/DKIM/DMARC) issue. The 'Check your inbox and spam folder' message in the UI already hints at this being a known issue.,The password reset email should be delivered to the main inbox,"The password reset email was delivered to the junk/spam folder. Users are unlikely to find it without checking spam, which could block them from resetting their password.","1. Go to http://pro.kyozo.com and click Sign In
2. Click 'Forgot password?'
3. Enter mailto:ana@kyozo.com (an existing account)
4. Click 'Send reset link'
5. Check inbox for the password reset email"
KYPRO-51,X button in 'Tag Members' modal does not close the window,Medium,Medium,New,Ashok,Audience / Tag Members modal,Always,"Chrome (desktop), http://pro.kyozo.com","April 7, 2026 1:48 PM",Anastasia Starko,Functional,,,Kyozo%20Pro%20QA%20Bug%20Tracker/Screenshot_2026-04-07_at_1.51.28_PM.png,Cancel button works correctly. Only the X button is broken.,The modal should close,Clicking the X button has no effect — the 'Tag Members' modal remains open. The only way to close the modal without applying tags is via the Cancel button.,"1. Navigate to the Audience tab
2. Select any member (e.g. Frank Validuser)
3. Click 'Add Tags (1)'
4. When the 'Tag Members' modal opens, click the X button in the top right corner"
KYPRO-49,No autocomplete suggestions appear when typing an existing tag name in the Tag Members modal,Medium,Medium,New,Ashok,Audience / Tags,Always,"Chrome (desktop), http://pro.kyozo.com","April 2, 2026 5:58 PM",Anastasia Starko,UX,,,,,"A dropdown of matching existing tags should appear as the user types, allowing them to select a pre-existing tag rather than creating a new one","No suggestions or autocomplete dropdown appears. The user can press Enter and create a duplicate tag (e.g. a second 'vip' tag), silently polluting the tag namespace","1. Select a member on the Audience tab
2. Click 'Add Tags'
3. Click inside the tag input field
4. Type the name of an existing tag (e.g. 'vip')"
KYPRO-46,"Search is extremely slow, shows partial results, and page jumps while spinner is active",Medium,Medium,New,Ashok,Audience / Search,Always,"Chrome (desktop), http://pro.kyozo.com","April 2, 2026 5:58 PM",Anastasia Starko,Performance,,,Kyozo%20Pro%20QA%20Bug%20Tracker/Screen_Recording_2026-04-02_at_6.35.32_PM.mov,Reproduced consistently. The jumping behavior is particularly disorienting — the page scrolls/shifts on its own while the search is in progress. The 4th result (TestFirst TestLast) eventually appears but only after a very long wait (40+ seconds observed).,All matching results should load promptly (within 1-2 seconds) without the page shifting or jumping during the process,"Search takes 40+ seconds to complete. Only 2-3 of 4 results appear initially while the spinner remains active. Throughout the search, the page 'jumps' — the viewport shifts so the community banner/header is pushed off-screen. Results trickle in incrementally rather than loading all at once. The spinner represents an ongoing slow search, not infinite scroll.","1. Navigate to the Audience tab
2. Type 'Test' in the search bar
3. Observe results loading in real time"
KYPRO-40,Floating label overlaps placeholder text in Invite Member modal input fields,Medium,Medium,New,Ashok,Audience / Invite Member,Always,"Chrome (desktop), http://pro.kyozo.com","April 2, 2026 5:58 PM",Anastasia Starko,UI,,,Kyozo%20Pro%20QA%20Bug%20Tracker/Screenshot_2026-04-02_at_6.24.19_PM.png,,Each input field shows either a floating label above the field OR a placeholder — not both simultaneously,"The floating label and placeholder text overlap, rendering garbled text. E.g. the Email Address field displays as 'http://EmaiDAddress.com' — the label 'Email' and placeholder '@http://address.com' are stacked on top of each other","1. Navigate to Audience tab
2. Click 'Invite Member'
3. Observe the First Name, Last Name, Email Address, and Phone Number input fields in their default (unfocused, empty) state"
KYPRO-42,"Email and WhatsApp channels can be selected simultaneously in Invite Member modal, showing both input fields at once",Medium,Medium,New,Ashok,Audience / Invite Member,Always,"Chrome (desktop), http://pro.kyozo.com","April 2, 2026 5:58 PM",Anastasia Starko,Functional,,,Kyozo%20Pro%20QA%20Bug%20Tracker/Screenshot_2026-04-07_at_1.37.16_PM.png,,Email and WhatsApp should be mutually exclusive — selecting one deselects the other,Both buttons show a selected/bordered state simultaneously and both the Email Address field and Phone Number field are displayed at the same time,"1. Open Invite Member modal
2. Click 'Email' button (Email Address field appears)
3. Click 'WhatsApp' button
4. Observe both buttons and both input fields"
KYPRO-41,Email/WhatsApp channel buttons in Invite Member modal have no visible default selected state,Medium,Medium,New,Ashok,Audience / Invite Member,Always,"Chrome (desktop), http://pro.kyozo.com","April 2, 2026 5:58 PM",Anastasia Starko,UX,,,Kyozo%20Pro%20QA%20Bug%20Tracker/image%2014.png,Related to KYPRO-43 (native alert usage),"One channel should be pre-selected by default (e.g. Email), or the buttons should clearly communicate they are unselected and require user action",Both Email and WhatsApp buttons look identical with no active/inactive state indication. There is no visual cue that the user must click one to proceed. Attempting to send without clicking results in a native browser alert,"1. Navigate to Audience tab
2. Click 'Invite Member'
3. Observe the Email and WhatsApp toggle buttons"
KYPRO-44,Invite Member modal closes before API response is confirmed; error appears after context is lost,Medium,Medium,New,Ashok,Audience / Invite Member,Always,"Chrome (desktop), http://pro.kyozo.com","April 2, 2026 5:58 PM",Anastasia Starko,UX,,,,,"The modal should remain open while the API call is in flight. On failure, the error should be shown inline inside the modal so the user retains their context and can correct the issue","Modal closes optimistically on click. If the API fails, a native browser alert appears on the empty audience page with no way to re-open the pre-filled form","1. Open Invite Member modal
2. Fill in First Name, Last Name, select Email, enter email address
3. Click 'Send Invite'
4. The modal immediately dismisses
5. A native alert error appears after the modal is already gone"
KYPRO-38,Duplicate contacts not detected in Import Members > Manual Entry,Medium,Medium,New,Ashok,Audience > Import Members > Manual Entry,Always,Web – http://pro.kyozo.com (QA Test Community),"April 2, 2026 4:58 PM",Anastasia Starko,Functional,,,,"Same root cause as KYPRO-31 (CSV duplicate rows not flagged). Both bugs stem from missing deduplication logic in the import pipeline. Consider a unified fix across all import surfaces.

[2026-04-08] Cross-audience deduplication is also absent. The importer does not check whether an email being imported already exists among current Audience members. This creates silent duplicate records across import sessions and is a higher-impact variant of the intra-batch duplicate issue.","The app should detect the duplicate by email and either block the second entry with an inline error (""This email is already in the list""), or flag the row in the Notes column as a duplicate — consistent with the expected behaviour for CSV imports.","Both rows appear in the queue with identical name and email. No duplicate warning, highlight, or Notes annotation is shown. The import counter increments for both.

[NEW - confirmed 2026-04-08] The same missing deduplication applies cross-audience: importing a contact whose email already exists in the Audience (e.g. mailto:alice@example.com, a previously imported member) is accepted without any warning or conflict indicator. The duplicate is silently imported and a second member record with the same email appears in the Audience list.","Scenario A – Intra-batch duplicate (original):
1. Navigate to Audience > Import Members > Manual Entry
2. Enter a contact – e.g. Name: ""Alice Tester"", Email: mailto:alice@test.com – and click + Add
3. Enter the exact same name and email again
4. Click + Add again
5. Observe: both rows appear with no duplicate warning

Scenario B – Cross-audience duplicate (confirmed 2026-04-08):
1. Ensure a member with email mailto:alice@example.com already exists in the Audience
2. Navigate to Audience > Import Members > Manual Entry
3. Enter Name: ""Alice Johnson"", Email: mailto:alice@example.com
4. Click + Add, then click 'Import 1 Members'
5. Observe: import succeeds silently; a second member with the same email appears in Audience"
KYPRO-37,Invalid email format accepted in Import Members > Manual Entry,Medium,Medium,New,Ashok,Audience > Import Members > Manual Entry,Always,Web – http://pro.kyozo.com (QA Test Community),"April 2, 2026 4:58 PM",Anastasia Starko,Functional,,,,"The standalone Add Member dialog does validate email format (see KYPRO-39), creating an inconsistency between the two manual-add surfaces. Also relates to KYPRO-29–32 (file imports also lack email validation), though those are tracked separately.

[2026-04-08] Also confirmed in the inline edit flow of the preview table (Path B). Editing an existing row and saving an invalid email is accepted without any error. Same root cause — no client-side email format validation on the preview table's edit mode.","An inline validation error should appear on the Email field (e.g. ""Please enter a valid email address"") and the row should not be added to the queue.","The row is added to the import queue with the invalid email intact. No error or warning is shown. Clicking ""Import N Members"" persists the invalid email to the database. Confirmed by ""Invalid Email User"" with ""not-an-email"" visible in the Audience member list.","Path A – Add Member form (original):
1. Navigate to Audience
2. Click Import Members
3. Select Manual Entry
4. Enter any name (e.g. ""Bob Reviewer"")
5. Enter an invalid email such as ""notanemail"" (no @ symbol)
6. Leave Phone and Tags empty
7. Click + Add

Path B – Inline edit of existing preview row (confirmed 2026-04-08):
1. Navigate to Audience > Import Members > Manual Entry
2. Add a valid contact and click + Add
3. Click ✏️ on the row to enter inline edit mode
4. Clear the Email field and type an invalid string (e.g. ""notanemail"")
5. Click 💾 to save
6. Observe: row is saved with invalid email, no validation error shown"
KYPRO-34,Empty Manual Entry form submission silently creates blank null records with no validation feedback,High,Medium,New,Ashok,Integrations > Import > Manual Entry,Always,http://pro.kyozo.com — Chrome,"April 1, 2026 1:46 PM",Anastasia Starko,UX,,,Kyozo%20Pro%20QA%20Bug%20Tracker/image%2015.png,"Originally assessed as Low severity (no data corrupted, just silent UI failure). Updated after live reproduction: the bug is worse than initially documented — each empty click creates a null '–' record visible in the queue and counted in Preview (N). These null records can propagate into the import. Severity raised to Medium.

[2026-04-08] Further confirmed via inline edit path (see Path B in steps). This path produces an even more severe consequence: a ghost 'Unknown User' is created in the audience and their profile page permanently fails to load (infinite loading skeleton at /members/imported-XXXXXX-0). Severity should be considered for upgrade to High.",Clicking Add Member with all fields empty should display a clear validation message indicating that at least Name (or Name + Email) must be filled. The form should reject the submission and not create any record. The member queue should remain unchanged.,"Clicking Add Member with all fields empty does NOT simply do nothing — it silently creates a blank '–' record in the member queue. Each click on Add Member adds another null entry. These blank records are then included in the Preview count and can be imported, creating completely empty contacts in the system with no name, email, phone, or tags.

[NEW - confirmed 2026-04-08] The same missing validation applies to the inline edit flow in the preview table: clicking ✏️ on any row, clearing all fields, and pressing 💾 also silently saves the empty row with no error. When that empty row is then imported, it creates a ghost 'Unknown User' member in the Audience. Navigating to that member's profile results in a permanently broken page — a loading skeleton that never resolves (URL: /members/imported-XXXXXX-0). The page never loads and the member is inaccessible.","Path A – Add Member form:
1. Go to Integrations > Import > Manual Entry
2. Leave all fields blank (Name, Email, Phone, Tags)
3. Click Add Member
4. Click Import

Path B – Inline edit (confirmed 2026-04-08):
1. Go to Audience > Import Members > Manual Entry
2. Add any valid contact and click + Add
3. Click ✏️ on the row to enter edit mode
4. Clear Name, Email, Phone, and Tags fields
5. Click 💾 to save
6. Click 'Import N Members'
7. Observe the resulting member profile"
KYPRO-31,CSV import does not detect or warn about duplicate rows,Medium,Medium,New,Ashok,Integrations > Import > CSV,Always,http://pro.kyozo.com — Chrome,"April 1, 2026 1:46 PM",Anastasia Starko,Functional,,,"Kyozo%20Pro%20QA%20Bug%20Tracker/image%2016.png, Kyozo%20Pro%20QA%20Bug%20Tracker/bug31_duplicates.csv, Kyozo%20Pro%20QA%20Bug%20Tracker/image%2017.png",5 duplicate rows in a 10-row test file — all 10 were imported creating 5 duplicate contacts.,"Importer should detect duplicate rows (same email address) and either skip them automatically or prompt the user to choose how to handle duplicates (skip, merge, or import anyway).",All rows including exact duplicates are imported without any warning. Duplicate contacts are created in the member list.,"1. Go to Integrations > Import
2. Select CSV as source
3. Upload a CSV file containing duplicate rows (identical name and email)
4. Complete the import"
KYPRO-35,Tags field in Manual Entry triggers unexpected form navigation / premature import on Enter key,Medium,Medium,New,Ashok,Integrations > Import > Manual Entry,Always,http://pro.kyozo.com — Chrome,"April 1, 2026 1:46 PM",Anastasia Starko,Functional,,,Kyozo%20Pro%20QA%20Bug%20Tracker/image%2018.png,Reproducible 100% of the time when Enter is pressed in the Tags field. Workaround: use mouse to click Add Member button instead of keyboard.,The Enter key in the Tags field should either confirm the tag input (adding the tag chip) or do nothing. It should never trigger form submission or navigate away from the Manual Entry step.,Pressing Enter while the Tags field is focused triggers unexpected form navigation — the wizard jumps to 'Import Complete' with 0 members imported. The Add Member action is never executed.,"1. Go to Integrations > Import > Manual Entry
2. Fill in Name and Email fields
3. Click into the Tags field
4. Type comma-separated tag values (e.g. 'vip, tester, qa') and press Enter or Tab
5. Observe the form behavior"
KYPRO-21,No RSVP status tracking per guest (Yes/No/Maybe),Medium,Medium,New,Ashok,RSVP & Guestlist,Always,http://pro.kyozo.com — Chrome,"March 26, 2026 5:49 PM",Anastasia Starko,Functional,,,,"Core RSVP functionality is missing. Without status tracking, the RSVP feature has limited value.",Each guest has an RSVP status indicator (Yes/No/Maybe/Pending) that updates based on their response,"No RSVP status field exists for any guest. There is no way to track who has confirmed, declined, or not responded.","1. Navigate to RSVP & Guestlist tab
2. Open a guestlist with guests added
3. Look for individual RSVP status per guest"
KYPRO-22,Empty Event Name silently accepted — no validation error shown in Schedule,Medium,Medium,New,Ashok,Schedule,Always,http://pro.kyozo.com — Chrome,"March 26, 2026 5:49 PM",Anastasia Starko,Functional,,,,Same pattern as KYPRO-18 (Guestlist) and KYPRO-13 (Add Member). Consistent validation gap across create flows.,Validation error: 'Event name is required',No validation error shown. Form does nothing silently.,"1. Navigate to Schedule tab
2. Click 'Create Event'
3. Leave the Event Name field empty
4. Click 'Create Event' button"
KYPRO-16,No Edit button on member profile page — member data cannot be updated,Medium,Medium,New,Ashok,Audience,Always,http://pro.kyozo.com — Chrome,"March 26, 2026 5:48 PM",Anastasia Starko,Functional,,,,"Admins have no way to correct member info (e.g., fix typos in email) after creation.",An 'Edit' button is available to modify member details,No Edit button present anywhere on the member profile page,"1. Navigate to Audience tab
2. Click on any member row to open their profile page"
KYPRO-18,Empty Guestlist Name silently accepted — no validation error shown,Medium,Medium,New,Ashok,RSVP & Guestlist,Always,http://pro.kyozo.com — Chrome,"March 26, 2026 5:48 PM",Anastasia Starko,Functional,,,,Same pattern in Schedule tab (KYPRO-22).,Validation error: 'Guestlist name is required',No validation error shown; form silently does nothing,"1. Navigate to RSVP & Guestlist tab
2. Click 'Create Guestlist'
3. Leave Name field empty
4. Click 'Create Guestlist'"
KYPRO-17,Community owner not visible in Audience tab member list — count mismatch,Medium,Medium,New,Ashok,Audience,Always,http://pro.kyozo.com — Chrome,"March 26, 2026 5:48 PM",Anastasia Starko,Functional,,,,Count mismatch between community card and Audience tab.,Owner appears in the member list; card count matches list count,Audience tab shows empty list (0 members) while community card shows '1 member'. Owner is absent from the list.,1. Navigate to Audience tab (community with owner only)
KYPRO-13,Validation error hidden below fold in Add Member modal,Medium,Medium,New,Ashok,Audience,Always,http://pro.kyozo.com — Chrome,"March 26, 2026 5:48 PM",Anastasia Starko,UX,,,,Found during QA session 2026-03-26,'Phone number is required.' validation error is visible within the modal viewport without scrolling,"Validation error appears below the fold — user must scroll inside the modal to see it, making it effectively hidden","1. Navigate to Audience tab
2. Click 'Add Member'
3. Enter a name and valid email, leave Phone empty
4. Click 'Add Member' button"
KYPRO-7,Create Community – Validation error toast is clipped behind the modal overlay,Medium,Medium,New,Ashok,Create Community Dialog / Step 1 Validation,Always,"Chrome (latest), Ubuntu 22, Desktop 1502x818","March 25, 2026 6:50 PM",Anastasia Starko,UI,,,,Toast z-index is lower than the modal backdrop z-index. Fix: render toasts in a portal at top of DOM stack above the modal layer. Also consider removing the toast and relying solely on inline error to avoid duplicate messaging.,"Validation toast (""Required Field – Please enter a community name"") appears fully visible above the modal backdrop.","Toast renders at bottom-right of the page behind/beneath the modal overlay, making it partially or fully unreadable. The inline ""Community name is required"" error below the field does appear correctly.","1. Navigate to https://pro.kyozo.com/communities
2. Click ""+ Create Community""
3. Without filling in any fields, click the ""Next"" button
4. Observe the bottom-right corner of the screen"
KYPRO-8,"Create Community – ""Next"" and ""Finish"" primary action buttons appear visually disabled when active",Medium,Medium,New,Ashok,Create Community Dialog / Steps 1 & 2,Always,"Chrome (latest), Ubuntu 22, Desktop 1502x818","March 25, 2026 6:50 PM",Anastasia Starko,UX,,,Kyozo%20Pro%20QA%20Bug%20Tracker/image%2019.png,"Compare to the ""+ Create Community"" button on the main page (dark brown, white text). Primary action button appears to be missing its active/enabled CSS class. Consistent issue across both dialog steps.","Active primary action buttons display with prominent styling (dark background, white text) matching app conventions, clearly signalling they are interactive.","Both ""Next"" and ""Finish"" buttons display with a very light beige/cream background and muted low-contrast text, visually identical to a disabled button state.","1. Navigate to https://pro.kyozo.com/communities
2. Click ""+ Create Community""
3. Observe the ""Next"" button styling (Step 1) and ""Finish"" button (Step 2)"
KYPRO-2,"Communities – ""Show More (8+)"" tag button reveals no additional tags",Medium,Medium,New,Ashok,Communities / Tag Filter,Always,"Chrome (latest), Ubuntu 22, Desktop 1502x818","March 25, 2026 6:49 PM",Anastasia Starko,Functional,,,"Kyozo%20Pro%20QA%20Bug%20Tracker/image%2020.png, Kyozo%20Pro%20QA%20Bug%20Tracker/image%2021.png","Badge correctly shows ""(8+)"" indicating hidden tags exist. Toggle state changes but DOM tag list does not expand. Suspect Show More handler is not wired to expand logic.",At least 8 additional tags appear in the filter bar after clicking Show More.,"The button text toggles to ""Show Less"" but the tag list remains unchanged — no new tags appear.","1. Navigate to https://pro.kyozo.com/communities
2. Wait for page to fully load
3. Click the ""Show More (8+)"" button below the tag filter row"
KYPRO-73,Eventbrite import preview has two redundant 'Import' buttons that trigger the same action,Low,Low,New,Ashok,Audience / Eventbrite Import — Preview screen,Always,Production,"April 9, 2026 6:55 PM",Anastasia Starko,UX,,,Kyozo%20Pro%20QA%20Bug%20Tracker/Screenshot_2026-04-09_at_7.16.59_PM.png,Confirmed during happy path and delete-before-import testing on community t1. The same redundancy may exist in the CSV and Excel import preview screens — worth checking for consistency.,A single import action is sufficient. Having two buttons for the same action is redundant and adds unnecessary visual noise to the UI.,"Both 'Import X' (top right) and 'Import X Members' (bottom) trigger the same import action. Both update their count correctly when rows are deleted from the preview, but they are functionally identical and duplicated.","1. Complete the Eventbrite token + event selection flow and click Fetch Attendees.
2. On the preview screen, observe there are two import buttons: 'Import X' in the top-right header area and 'Import X Members' at the bottom of the list."
KYPRO-72,Eventbrite import flow has redundant navigation: 'Back' button and 'Back to sources' link perform identical actions,Low,Low,New,Ashok,Audience / Eventbrite Import — Connect Eventbrite screen,Always,Production,"April 9, 2026 6:55 PM",Anastasia Starko,UX,,,Kyozo%20Pro%20QA%20Bug%20Tracker/image%2022.png,"Confirmed during negative testing on community t1. Consider removing the 'Back' button and keeping only the '← Back to sources' breadcrumb-style link, which is more consistent with the rest of the modal flow.","There should be a single, clear navigation element to go back. Having two controls for the same action creates visual clutter and may confuse users about whether they do different things.",Both '← Back to sources' and the 'Back' button navigate to exactly the same place: the source picker screen (CSV / Excel / Eventbrite / Manual Entry). They are fully redundant.,"1. Open Import Members → select Eventbrite.
2. On the 'Connect Eventbrite' screen, observe the two navigation elements: '← Back to sources' link at the top and a 'Back' button next to 'Load Events'.
3. Click either one."
KYPRO-63,Import preview has two buttons that perform the same action ('Import N' and 'Import N Members'),Low,Low,New,Ashok,Audience → Automatically Integrate → Import Preview step,Always,Production — http://pro.kyozo.com,"April 8, 2026 2:47 PM",Anastasia Starko,UX,,,Kyozo%20Pro%20QA%20Bug%20Tracker/image%2023.png,"Having duplicate CTA buttons with slightly different labels ('Import 3' vs 'Import 3 Members') is confusing and may lead users to wonder whether the two buttons do different things. Recommend keeping only one consistent button, ideally 'Import N Members' at the bottom of the preview list.","A single, clearly labelled primary action button to confirm the import (e.g. 'Import N Members')",Two buttons are shown that trigger identical behaviour: 'Import N' (top-right of the preview table) and 'Import N Members' (bottom-right). Both complete the import and return to the source selection screen — no functional difference observed.,"1. Open the Audience page of any community
2. Click 'Automatically Integrate'
3. Select any import source (CSV, TSV, Excel/XLS)
4. Upload a valid file and proceed to the Preview step
5. Observe the buttons available on the preview screen"
KYPRO-56,Custom Handle generates trailing hyphen when community name ends with special character,Low,Low,New,Ashok,Create Community – Step 1 (Basic Info),Always,http://pro.kyozo.com – Chrome,"April 7, 2026 5:18 PM",Anastasia Starko,Functional,,,,,"The handle strips trailing hyphens/special characters, producing a clean slug (e.g. ""qa-test-community-new"")","The handle retains a trailing hyphen (e.g. ""qa-test-community-new-""), creating an invalid or unclean URL slug","1. Open Create Community modal
2. In the Community Name field, type a name ending with a special character (e.g. ""QA Test Community New!"")
3. Observe the auto-generated Custom Handle field"
KYPRO-48,Tag Members modal instruction 'Click existing tags above to add them' is misleading — referenced section is hidden on initial open,Low,Low,New,Ashok,Audience / Tags,Always,"Chrome (desktop), http://pro.kyozo.com","April 2, 2026 5:58 PM",Anastasia Starko,UX,,,,,"The instruction should only reference UI elements that are currently visible, or the 'Available Tags' section should always be shown (even if empty)","On initial open, the 'Available Tags (click to add)' section is hidden — it only appears after a tag is removed from the active input. The instruction references something invisible, causing confusion","1. Select one or more members on the Audience tab
2. Click 'Add Tags'
3. Read the instruction text below the tag input: 'Click existing tags above to add them, or type a new tag name and press Enter to create one'"
KYPRO-47,'Deselect All' button appears instead of 'Select All' when search returns zero results,Low,Low,New,Ashok,Audience / Search,Always,"Chrome (desktop), http://pro.kyozo.com","April 2, 2026 5:58 PM",Anastasia Starko,UI,,,,,'Select All' button (or the button should be hidden/disabled since there is nothing to select or deselect),"The button changes to 'Deselect All' even though the list is empty and no items are selected, which is logically incorrect","1. Navigate to Audience tab
2. Type a search query that returns no results (e.g. 'zzznoresultsxxx')
3. Observe the button next to the search bar"
KYPRO-25,Terminology inconsistency: Guestlist/Guests in RSVP vs Event/Attendees in Schedule for same objects,Low,Low,New,Ashok,RSVP & Guestlist,Always,http://pro.kyozo.com — Chrome,"March 26, 2026 5:49 PM",Anastasia Starko,UX,,,,Confusing to users who see the same data presented with different labels depending on which tab they are in.,Consistent terminology across all tabs for the same concept,RSVP tab calls objects 'Guestlists' with 'Guests'; Schedule tab calls the same objects 'Events' with 'Attendees'. Action buttons differ too: 'Edit Guestlist'/'Delete Guestlist' vs 'Edit Event'/'Delete Event'.,"1. Create a guestlist in RSVP & Guestlist tab
2. Navigate to Schedule tab and observe the same object"
KYPRO-23,Start/End time fields are functionally required but not marked with asterisk,Low,Low,New,Ashok,Schedule,Always,http://pro.kyozo.com — Chrome,"March 26, 2026 5:49 PM",Anastasia Starko,UX,,,,Misleading UX. Related to KYPRO-24 (button disabled with no feedback).,Start and end time fields are marked with asterisk (*) if they prevent form submission when empty,Start/end time fields have no asterisk but are functionally required — the Create Event button stays disabled unless they are filled,"1. Navigate to Schedule tab
2. Click 'Create Event'
3. Observe which fields have required asterisks (*)
4. Leave start/end time empty and note 'Create Event' button is disabled"
KYPRO-15,'Acquired Via: Sign Up' incorrectly shown for manually admin-added members,Low,Low,New,Ashok,Audience,Always,http://pro.kyozo.com — Chrome,"March 26, 2026 5:48 PM",Anastasia Starko,Content,,,,Misleading attribution. Affects analytics accuracy.,'Acquired Via' shows 'Manual' or 'Admin Added','Acquired Via: Sign Up' displayed — factually incorrect for admin-imported members,"1. Add a member manually via Audience > Add Member
2. Click the member to open their profile"
KYPRO-11,Communities – Selected view mode not persisted after navigating away and back,Low,Low,New,Ashok,Communities / View Toggle,Always,"Chrome (latest), Ubuntu 22, Desktop 1502x818","March 25, 2026 6:50 PM",Anastasia Starko,UX,,,Kyozo%20Pro%20QA%20Bug%20Tracker/image%2024.png,View preference should be persisted in localStorage or user preferences. Minor but recurring friction for users who prefer non-default views.,The previously selected view (avatar/circle) is restored when returning to the Communities page.,View resets to the default grid (card) view on every page load regardless of the user's previous selection.,"1. Navigate to https://pro.kyozo.com/communities
2. Switch from default grid view to avatar/circle view using the third toggle button
3. Click into any community card to open it
4. Navigate back to https://pro.kyozo.com/communities"
KYPRO-12,"Communities – ""+1"" tag overflow badge shows no tooltip revealing hidden tag names",Low,Low,New,Ashok,Communities / Community Card Tags,Always,"Chrome (latest), Ubuntu 22, Desktop 1502x818","March 25, 2026 6:50 PM",Anastasia Starko,UX,,,Kyozo%20Pro%20QA%20Bug%20Tracker/image%2025.png,"Adding a title attribute or tooltip component to the overflow badge would resolve this. User must switch views to discover hidden tags, which is poor discoverability.","A tooltip or popover appears showing the name(s) of the hidden tag(s) (e.g., ""gotomarket"").",No tooltip or additional information appears on hover. User must switch to list view to see all tags.,"1. Navigate to https://pro.kyozo.com/communities in grid view
2. Locate a community card with a ""+1"" overflow tag badge (e.g., ""Ashok@Kyozo"": code, innovate, speed, +1)
3. Hover over the ""+1"" badge"
